this_section_number,film_title,film_director,film_year,film_running_time,text_section,choose_section,option_text_1,option_text_2,option_text_3,section_number_1,section_number_2,section_number_3,wiki_link,imdb_link,tvtropes_link
142,The Accidental Tourist,Lawrence Kasdan,1988,121,"[""TITLE: The Accidental Tourist"", ""TEXT PLACEHOLDER 142""]",Time to choose something different:,Why travel the world when you can have adventures on social media in your own bedroom?,"Travel sucks. If there's one benefit to being handicapped, it's that no one minds if you're a homebody!",I guess age gap relationships are fine as long as no one is secretly related!,72,93,241,https://en.wikipedia.org/wiki/The_Accidental_Tourist_(film),https://www.imdb.com/title/tt0094606/,https://tvtropes.org/pmwiki/pmwiki.php/Film/TheAccidentalTourist
143,Cleo from 5 to 7,Agnès Varda,1962,90,"[""TITLE: Cleo from 5 to 7"", ""TEXT PLACEHOLDER 143""]",Time to choose something different:,"Show me more tense, stressed-out women please!","If you have two hours to kill, don't watch a Rivette film. Most of them clock in around three hours or more!",A Talking Heads concert is just the right length if you have some time to kill in the evening.,201,180,235,https://en.wikipedia.org/wiki/Cl%C3%A9o_from_5_to_7,https://www.imdb.com/title/tt0055852/,https://tvtropes.org/pmwiki/pmwiki.php/Film/CleoFrom5To7
144,The Umbrellas of Cherbourg,Jacques Demy,1964,91,"[""TITLE: The Umbrellas of Cherbourg"", ""TEXT PLACEHOLDER 144""]",Time to choose something different:,Singing for ninety minutes is one thing. Could they keep it up for almost thirteen hours straight though?,I heard Christopher Walken has a musical theater background. Let's watch one of his films next!,Enough prancing around by the seaside. Let's head back to Paris!,178,127,244,https://en.wikipedia.org/wiki/The_Umbrellas_of_Cherbourg,https://www.imdb.com/title/tt0058450/,https://tvtropes.org/pmwiki/pmwiki.php/Film/TheUmbrellasOfCherbourg
145,Black Orpheus,Marcel Camus,1959,100,"[""TITLE: Black Orpheus"", ""TEXT PLACEHOLDER 145""]",Time to choose something different:,I'm not sure what I want to watch for the next one. You pick!,"No, seriously. I'll watch whatever.",I can't decide and I always have to pick. You pick the next one!,84,70,124,https://en.wikipedia.org/wiki/Black_Orpheus,https://www.imdb.com/title/tt0053146/,https://tvtropes.org/pmwiki/pmwiki.php/Film/BlackOrpheus
146,Orpheus,Jean Cocteau,1950,95,"[""TITLE: Orpheus"", ""TEXT PLACEHOLDER 146""]",Time to choose something different:,"Feeling the gay here. Send me over the rainbow, baby!",Um...got anything a little less gay?,Or at least with more gore?,123,203,52,https://en.wikipedia.org/wiki/Orpheus_(film),https://www.imdb.com/title/tt0041719/,https://tvtropes.org/pmwiki/pmwiki.php/Film/Orpheus
147,Les Parents Terribles,Jean Cocteau,1948,105,"[""TITLE: Les Parents Terribles"", ""TEXT PLACEHOLDER 147""]",Time to choose something different:,Bad parenting leads to bad outcomes. Your kid could end up in a mental hospital!,"Or worse, a philosopher!","Or if it's a girl, she could end up swinging on a pole or being an artist model or something!",45,234,179,https://en.wikipedia.org/wiki/Les_Parents_terribles_(1948_film),https://www.imdb.com/title/tt0040682/,NONE
148,The 400 Blows,François Truffaut,1959,100,"[""TITLE: The 400 Blows"", ""TEXT PLACEHOLDER 148""]",Time to choose something different:,That kid needs some better hobbies. Nothing too creepy or weird though...,That poor Antoine will never amount to anything. I certainly don't see him becoming a doctor or pilot or anything useful...,"Poor kid. Get ready though, there's plenty of heartbreak to be had even when you grow up and get married!",70,91,152,https://en.wikipedia.org/wiki/The_400_Blows,https://www.imdb.com/title/tt0053198/,https://tvtropes.org/pmwiki/pmwiki.php/Film/The400Blows
149,Jules et Jim,François Truffaut,1962,105,"[""TITLE: Jules et Jim"", ""TEXT PLACEHOLDER 149""]",Time to choose something different:,"How about instead of having two boyfriends, you just have one but he's a vampire?","Love the song in this, but bet she'd be even more of a hit with the guys if her voice was a bit squeakier and her looks a bit more flapper-ish...","Jules and Jim and Catherine were pretty connected, maybe overly so... ",16,79,88,https://en.wikipedia.org/wiki/Jules_and_Jim,https://www.imdb.com/title/tt0055032/,https://tvtropes.org/pmwiki/pmwiki.php/Film/JulesAndJim
150,Hitchcock/Truffaut,Kent Jones,2015,80,"[""TITLE: Hitchcock/Truffaut"", ""TEXT PLACEHOLDER 150""]",Time to choose something different:,Sometimes it's fine to be a bit sloppier than Hitchcock...,Did Hitchcock ever hypnotize his actors?,"I have pretty bad vertigo myself, so even getting on the roof of a convenience store would be pretty suspenseful!",214,61,218,https://en.wikipedia.org/wiki/Hitchcock/Truffaut_(film),https://www.imdb.com/title/tt3748512/,NONE
151,Vivre sa Vie,Jean-Luc Godard,1962,85,"[""TITLE: Vivre sa Vie"", ""TEXT PLACEHOLDER 151""]",Time to choose something different:,Who needs a piano player when you can dance to the jukebox?,"I was waiting for some rich handsome man like Alain Delon to sweep her away, but this is not Pretty Woman. ",I wonder how many girls have turned tricks for Ramones tix.,232,174,5,https://en.wikipedia.org/wiki/Vivre_sa_vie,https://www.imdb.com/title/tt0056663/,https://tvtropes.org/pmwiki/pmwiki.php/Film/VivreSaVie
152,Contempt,Jean-Luc Godard,1963,102,"[""TITLE: Contempt"", ""TEXT PLACEHOLDER 152""]",Time to choose something different:,Pretty fancy place they were living in--anything else to watch for decorating ideas?,I save my contempt for rich people getting prostate exams in limousines.,"Having to suffer someone's contempt is bad, but at least it's not death row!",217,140,63,https://en.wikipedia.org/wiki/Contempt_(film),https://www.imdb.com/title/tt0057345/,https://tvtropes.org/pmwiki/pmwiki.php/Film/Contempt
153,La Chinoise,Jean-Luc Godard,1967,96,"[""TITLE: La Chinoise"", ""TEXT PLACEHOLDER 153""]",Time to choose something different:,Dawn Weiner will be first against the wall when the revolution comes. Down with the Weiner Dog!,So is Serge Gainsbourg considered Gainsbourgeois?,All those little red books put me in the mood for some cranberry juice!,129,35,192,https://en.wikipedia.org/wiki/La_Chinoise,https://www.imdb.com/title/tt0061473/,NONE
154,Johnny Guitar,Nicholas Ray,1954,111,"[""TITLE: Johnny Guitar"", ""TEXT PLACEHOLDER 154""]",Time to choose something different:,"I'm going to have to go find something to listen to so I can keep that damn theme song from getting stuck ib my head. Thanks, Fallout New Vegas! You pick the next one!",I'd love to watch something with more crabs in it...,"When women wear the pants, they get to set the Rules of the Game!",71,97,169,https://en.wikipedia.org/wiki/Johnny_Guitar,https://www.imdb.com/title/tt0047136/,https://tvtropes.org/pmwiki/pmwiki.php/Film/JohnnyGuitar
155,Asphalt Jungle,John Huston,1950,112,"[""TITLE: Asphalt Jungle"", ""TEXT PLACEHOLDER 155""]",Time to choose something different:,Ski-jumping over asphalt would be a terrible idea!,I bet Sterling Hayden was better behaved on set than Klaus Kinski!,Every heist team needs a talking cat!,81,12,60,https://en.wikipedia.org/wiki/The_Asphalt_Jungle,https://www.imdb.com/title/tt0042208/,https://tvtropes.org/pmwiki/pmwiki.php/Film/TheAsphaltJungle
156,Rififi,Jules Dassin,1955,115,"[""TITLE: Rififi"", ""TEXT PLACEHOLDER 156""]",Time to choose something different:,Needs more Madonna.,"That ""Rififi"" song was kind of a banger, but Belle and Sebastian is more my speed...",Or maybe some gangsta rap would be better!,185,223,130,https://en.wikipedia.org/wiki/Rififi,https://www.imdb.com/title/tt0048021/,https://tvtropes.org/pmwiki/pmwiki.php/Film/Rififi
157,Bob Le Flambeur,Jean-Pierre Melville,1956,98,"[""TITLE: Bob Le Flambeur"", ""TEXT PLACEHOLDER 157""]",Time to choose something different:,Bob the Gambler has a nice ring to it. Much better than being known as Bob the Pervert or Bob the Jew.,"Great vibe, but would be even greater with some Cold War paranoia thrown in!",Bob wasn't cut out for heists. Maybe he'd be a better ad-man...,236,181,20,https://en.wikipedia.org/wiki/Bob_le_flambeur,https://www.imdb.com/title/tt0047892/,https://tvtropes.org/pmwiki/pmwiki.php/Film/BobLeFlambeur
158,Le Doulos,Jean-Pierre Melville,1962,108,"[""TITLE: Le Doulos"", ""TEXT PLACEHOLDER 158""]",Time to choose something different:,No one likes a rat. Unless you're from Baltimore!,Snitches get stitches...but not in the eyeball!,Enough hard-boiled noir stuff. Give me a feel-good Adam Sandler film!,29,14,208,https://en.wikipedia.org/wiki/Le_Doulos,https://www.imdb.com/title/tt0054821/,https://tvtropes.org/pmwiki/pmwiki.php/Film/LeDoulos
159,Jackie Brown,Quentin Tarantino,1997,154,"[""TITLE: Jackie Brown"", ""TEXT PLACEHOLDER 159""]",Time to choose something different:,This movie passed the Bechdel test! Let's celebrate by watching one that will be a slam-dunk on that test!,"Sometimes thieving pays off big, but sometimes it ends in humiliation...",How much are flights to Algeria?,175,46,171,https://en.wikipedia.org/wiki/Jackie_Brown,https://www.imdb.com/title/tt0119396/,https://tvtropes.org/pmwiki/pmwiki.php/Film/JackieBrown
160,Daisies,Věra Chytilová,1966,74,"[""TITLE: Daisies"", ""TEXT PLACEHOLDER 160""]",Time to choose something different:,It's all fun and games until someone ends up with a plate in her head,"Aside from the war footage, at least no one actually exploded in the end!","Those gals recovered nicely from losing their limbs. Sadly, that wouldn't happen in real life.",75,195,93,https://en.wikipedia.org/wiki/Daisies_(film),https://www.imdb.com/title/tt0060959/,https://tvtropes.org/pmwiki/pmwiki.php/Film/Daisies
161,Funeral Parade of Roses,Toshio Matsumoto,1969,105,"[""TITLE: Funeral Parade of Roses"", ""TEXT PLACEHOLDER 161""]",Time to choose something different:,Not sure what lessons I'm supposed to take away from this. Maybe Robert S. McNamara can tell me!,I can appreciate a man who knows how to apply makeup!,"Straighter and less Oedipal, please!",110,83,97,https://en.wikipedia.org/wiki/Funeral_Parade_of_Roses,https://www.imdb.com/title/tt0064068/,https://tvtropes.org/pmwiki/pmwiki.php/Film/FuneralParadeOfRoses
162,The Color of Pomegranates,Sergei Parajanov,1969,79,"[""TITLE: The Color of Pomegranates"", ""TEXT PLACEHOLDER 162""]",Time to choose something different:,"Pomegranates are tasty, but what I really like to eat is flowers!",Did Lady Gaga ever do any videos based on the style and fashion of the Babadook?,Gotta say the percussion in this was kinda rad...,244,73,245,https://en.wikipedia.org/wiki/The_Color_of_Pomegranates,https://www.imdb.com/title/tt0063555/,https://tvtropes.org/pmwiki/pmwiki.php/Film/TheColorOfPomegranates
163,Latcho Drom,Tony Gatlif,1993,103,"[""TITLE: Latcho Drom"", ""TEXT PLACEHOLDER 163""]",Time to choose something different:,"This was fine, but my musical tastes are a little more Cab Calloway...",Japanese culture is also pretty fascinating...to a point!,"If we ruin the environment through climate change, everyone is going to find themselves doing a lot of Roma-like migration...",79,225,85,https://en.wikipedia.org/wiki/Latcho_Drom,https://www.imdb.com/title/tt0107376/,NONE
164,Ten Things I Hate About You,Gil Junger,1999,97,"[""TITLE: Ten Things I Hate About You"", ""TEXT PLACEHOLDER 164""]",Time to choose something different:,I hate the way you make poor travel decisions...,I hate the way you act just like my deceased father sometimes...,And I hate that you won't just shut up and be pretty!,227,71,196,https://en.wikipedia.org/wiki/10_Things_I_Hate_About_You,https://www.imdb.com/title/tt0147800/,https://tvtropes.org/pmwiki/pmwiki.php/Film/TenThingsIHateAboutYou
165,Clueless,Amy Heckerling,1995,97,"[""TITLE: Clueless"", ""TEXT PLACEHOLDER 165""]",Time to choose something different:,"Cher had a pretty strong moral code and she meant well, even if it got her in trouble sometimes.",Giving Brittany Murphy a glow-up isn't exactly as difficult as towing a steamship over the Andes!,"I wonder what Jodorowsky's ""Emma"" would look like...",27,11,120,https://en.wikipedia.org/wiki/Clueless,https://www.imdb.com/title/tt0112697/,https://tvtropes.org/pmwiki/pmwiki.php/Film/Clueless
166,Hiroshima Mon Amour,Alain Resnais,1959,88,"[""TITLE: Hiroshima Mon Amour"", ""TEXT PLACEHOLDER 166""]",Time to choose something different:,I think I need to watch something a little more gangsta than this next.,"Those two were a cute couple, but they're no match for Sophia Loren and Marcello Mastroianni","Okay this was artsy and all, but I'm ready for some cartoon titties.",128,30,116,https://en.wikipedia.org/wiki/Hiroshima_mon_amour,https://www.imdb.com/title/tt0052893/,https://tvtropes.org/pmwiki/pmwiki.php/Film/HiroshimaMonAmour
167,Night and Fog,Alain Resnais,1956,32,"[""TITLE: Night and Fog"", ""TEXT PLACEHOLDER 167""]",Time to choose something different:,I would love to see Klaus Kinski liberate those camps with an army of amazon women!,Holocaust documentaries always put me in the mood to watch a Talking Heads concert!,"Okay, I need something less depressing. Let's punch the whimsical button really hard and see something animated that was directed by Wes Anderson!",57,235,191,https://en.wikipedia.org/wiki/Night_and_Fog_(1956_film),https://www.imdb.com/title/tt0048434/,https://tvtropes.org/pmwiki/pmwiki.php/Film/NightAndFog
168,Mauvais Sang,Leos Carax,1986,116,"[""TITLE: Mauvais Sang"", ""TEXT PLACEHOLDER 168""]",Time to choose something different:,Neo-noir is not my cup of tea. Got anything written by Jane Austen?,Show me more films about thieves!,That David Bowie song made me nostalgic...let's check in on the 1980s punk scene!,165,54,217,https://en.wikipedia.org/wiki/Mauvais_Sang,https://www.imdb.com/title/tt0091497/,NONE
169,The Rules of the Game,Jean Renoir,1939,110,"[""TITLE: The Rules of the Game"", ""TEXT PLACEHOLDER 169""]",Time to choose something different:,Is stealing a car against the rules of the game?,The bear was nice. Are there lions and tigers too?,Another good rule of the game: it should not be your custom to go where you are not invited!,195,44,51,https://en.wikipedia.org/wiki/The_Rules_of_the_Game,https://www.imdb.com/title/tt0031885/,https://tvtropes.org/pmwiki/pmwiki.php/Film/TheRulesOfTheGame
170,Wings of Desire,Wim Wenders,1987,127,"[""TITLE: Wings of Desire"", ""TEXT PLACEHOLDER 170""]",Time to choose something different:,All the angels in the world aren't going to save us if we screw up the environment!,Let's check back in on that Antione Doinel fuckup. I can't imagine his guardian angel hasn't ragequit by now...,Brittany Murphy had the face of an angel...,85,229,165,https://en.wikipedia.org/wiki/Wings_of_Desire,https://www.imdb.com/title/tt0093191/,https://tvtropes.org/pmwiki/pmwiki.php/Film/WingsOfDesire
171,The Battle of Algiers,Gillo Pontecorvo,1966,121,"[""TITLE: The Battle of Algiers"", ""TEXT PLACEHOLDER 171""]",Time to choose something different:,No one likes a rat!,"Lower stakes, please. So is that poor Antoine Doinel kid doing well with the ladies?",I bet some of the guys fighting on the other side in Algeria had interesting stories too...,158,216,89,https://en.wikipedia.org/wiki/The_Battle_of_Algiers,https://www.imdb.com/title/tt0058946/,https://tvtropes.org/pmwiki/pmwiki.php/Film/TheBattleOfAlgiers
172,Bottle Rocket,Wes Anderson,1996,91,"[""TITLE: Bottle Rocket"", ""TEXT PLACEHOLDER 172""]",Time to choose something different:,At least they weren't dumb enough to film their own crimes!,Love the Mark Mothersbaugh score. A catchy song or two can make or break a film!,"That Dignan was a good strategist, but he's got nothing on that Khan Noonien Singh fellow!",138,156,53,https://en.wikipedia.org/wiki/Bottle_Rocket,https://www.imdb.com/title/tt0115734/,https://tvtropes.org/pmwiki/pmwiki.php/Film/BottleRocket
173,Quadrophenia,Franc Roddam,1979,117,"[""TITLE: Quadrophenia"", ""TEXT PLACEHOLDER 173""]",Time to choose something different:,I do love a good coming of age story!,Young people need healthier hobbies than mopeds and drugs. Why not try wrestling or ice skating?,Sometimes it's better to keep troublesome teenagers close to home so they stay out of trouble!,231,183,219,https://en.wikipedia.org/wiki/Quadrophenia_(film),https://www.imdb.com/title/tt0079766/,https://tvtropes.org/pmwiki/pmwiki.php/Film/Quadrophenia
174,L'Insoumis,Alain Cavalier,1964,115,"[""TITLE: L'Insoumis"", ""TEXT PLACEHOLDER 174""]",Time to choose something different:,That was intense and sad. Can we get a love story next?,"Okay, so what's the vulpine equivalent of Alain Delon? I imagine George Clooney would do his voice...","OAS terrorists are pretty bad, but off-Wall Street finance bros are just rage-inducing...",208,191,228,https://en.wikipedia.org/wiki/The_Unvanquished_(film),https://www.imdb.com/title/tt0058232/,NONE
175,Four Adventures of Reinette and Mirabelle,Éric Rohmer,1987,99,"[""TITLE: Four Adventures of Reinette and Mirabelle"", ""TEXT PLACEHOLDER 175""]",Time to choose something different:,"Travel is broadening and is a good way to meet new people, even if you're cranky about it.",An angry god would not approve of these close female friendships!,Female friendship is great...but what I really want to see is Ray Winstone's dick!,142,80,173,https://en.wikipedia.org/wiki/Four_Adventures_of_Reinette_and_Mirabelle,https://www.imdb.com/title/tt0090565/,https://tvtropes.org/pmwiki/pmwiki.php/Film/FourAdventuresOfReinetteAndMirabelle
176,The Nun (La Religieuse),Jacques Rivette,1966,140,"[""TITLE: The Nun (La Religieuse)"", ""TEXT PLACEHOLDER 176""]",Time to choose something different:,"Well that was depressing. More depressing, please!",So do young women still have it that rough?,I'd rather see Anna Karina in something more flattering than a nun's habit...,111,132,215,https://en.wikipedia.org/wiki/The_Nun_(1966_film),https://www.imdb.com/title/tt0060891/,NONE
177,Celine and Julie Go Boating,Jacques Rivette,1974,193,"[""TITLE: Celine and Julie Go Boating"", ""TEXT PLACEHOLDER 177""]",Time to choose something different:,Celine and Julie would make great detectives!,This was just the right amount of twee for me. Now I'm in the mood for some Wes Anderson!,Sometimes breaking into a house like that can have tragic consequences...,125,184,193,https://en.wikipedia.org/wiki/C%C3%A9line_and_Julie_Go_Boating,https://www.imdb.com/title/tt0071381/,https://tvtropes.org/pmwiki/pmwiki.php/Film/CelineAndJulieGoBoating
178,Out 1,Jacques Rivette,1971,773,"[""TITLE: Out 1"", ""TEXT PLACEHOLDER 178""]",Time to choose something different:,Someone should set that Boojum letter to music...,At least none of those co-conspirators blabbed to the cops.,In the time it took to watch that I could have watched like four hockey games!,35,158,115,https://en.wikipedia.org/wiki/Out_1,https://www.imdb.com/title/tt0246135/,NONE
179,La Belle Noiseuse,Jacques Rivette,1991,240,"[""TITLE: La Belle Noiseuse"", ""TEXT PLACEHOLDER 179""]",Time to choose something different:,"Enough girls in the nude, lets get some boys in the hood!","That was surprisingly boring. This may sound like a weird request, but...less nudity, more watersports!",I'm going to need a lot of nun action to recover from all that full frontal nudity.,230,249,137,https://en.wikipedia.org/wiki/La_Belle_Noiseuse,https://www.imdb.com/title/tt0101428/,https://tvtropes.org/pmwiki/pmwiki.php/Film/LaBelleNoiseuse
180,L'Amour Fou,Jacques Rivette,1969,252,"[""TITLE: L'Amour Fou"", ""TEXT PLACEHOLDER 180""]",Time to choose something different:,I like this French New Wave stuff. Can I get a sample pack to go please?,That love wasn't THAT crazy. Show me a movie where someone fucks a car!,...or something with some sibling-on-sibling shoulder licking!,62,75,1,https://en.wikipedia.org/wiki/L%27Amour_fou_(1969_film),https://www.imdb.com/title/tt0062663/,NONE
181,Paris Belongs to Us (Paris Nous Appartient),Jacques Rivette,1961,120,"[""TITLE: Paris Belongs to Us (Paris Nous Appartient)"", ""TEXT PLACEHOLDER 181""]",Time to choose something different:,Constantly having to pick the next film is stressful.,Can you pick the next one for me?,I promise I won't complain!,200,164,61,https://en.wikipedia.org/wiki/Paris_Belongs_to_Us,https://www.imdb.com/title/tt0054156/,NONE
182,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",Chantal Akerman,1975,198,"[""TITLE: Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles"", ""TEXT PLACEHOLDER 182""]",Time to choose something different:,"I just watched a woman silently do chores for three hours. I think I have the attention span to watch an hour of burning Gulf War oil fields, mostly without comment...","So is it better for your mental health to hold in your emotions and let them all come out at once, or to express them frequently and dramatically?",Needs more toesucking.,63,126,13,"https://en.wikipedia.org/wiki/Jeanne_Dielman,_23_quai_du_Commerce,_1080_Bruxelles",https://www.imdb.com/title/tt0073198/,https://tvtropes.org/pmwiki/pmwiki.php/Film/JeanneDielman23QuaiDuCommerce1080Bruxelles
183,Julien Donkey-Boy,Harmony Korine,1999,94,"[""TITLE: Julien Donkey-Boy"", ""TEXT PLACEHOLDER 183""]",Time to choose something different:,That family was pretty crazy. Throw in a talking cat and you'd have the makings of a great sitcom!,The Dad in this looks like he'd be a good film director. I wonder what his first full-length film would look like...,Those people were kinda trashy. Show me someone with a little more wealth and taste!,60,66,207,https://en.wikipedia.org/wiki/Julien_Donkey-Boy,https://www.imdb.com/title/tt0192194/,https://tvtropes.org/pmwiki/pmwiki.php/Film/JulienDonkeyBoy
184,The Royal Tenenbaums,Wes Anderson,2001,109,"[""TITLE: The Royal Tenenbaums"", ""TEXT PLACEHOLDER 184""]",Time to choose something different:,Wes Anderson is a pretty strong flavor. Let's do some Tarantino next for a change of pace.,At least Margot Tenenbaum wasn't putting cigarettes out on people's wrists!,It sucks when parents fail to set a good example for their children...,159,214,46,https://en.wikipedia.org/wiki/The_Royal_Tenenbaums,https://www.imdb.com/title/tt0265666/,https://tvtropes.org/pmwiki/pmwiki.php/Film/TheRoyalTenenbaums
185,Desperately Seeking Susan,Susan Seidelman,1985,104,"[""TITLE: Desperately Seeking Susan"", ""TEXT PLACEHOLDER 185""]",Time to choose something different:,Perusing the want ads seems like a good way to run across conspiracies and conspiracy theorists...,Madonna is just a material girl. Now Peter Falk...that guy is a true angel!,"Not bad, but needs more slapstick!",180,170,42,https://en.wikipedia.org/wiki/Desperately_Seeking_Susan,https://www.imdb.com/title/tt0089017/,https://tvtropes.org/pmwiki/pmwiki.php/Film/DesperatelySeekingSusan
186,Rushmore,Wes Anderson,1998,93,"[""TITLE: Rushmore"", ""TEXT PLACEHOLDER 186""]",Time to choose something different:,That beret would look great on a Tokyo drag queen...,I love a good coming of age story!,"Fast talking can get you out of a lot of jams, and you could do worse than having Bill Murray as a mentor!",161,231,92,https://en.wikipedia.org/wiki/Rushmore_(film),https://www.imdb.com/title/tt0128445/,https://tvtropes.org/pmwiki/pmwiki.php/Film/Rushmore
187,The Life Aquatic with Steve Zissou,Wes Anderson,2004,119,"[""TITLE: The Life Aquatic with Steve Zissou"", ""TEXT PLACEHOLDER 187""]",Time to choose something different:,"It didn't seem like a good idea having that guy in charge of things, but I guess it worked out in the end!",Piracy on the high seas really is a menace to society...,I wonder if Wes Anderson's quirks can be traced to some seminal film that greatly influenced him!,20,130,44,https://en.wikipedia.org/wiki/The_Life_Aquatic_with_Steve_Zissou,https://www.imdb.com/title/tt0362270/,https://tvtropes.org/pmwiki/pmwiki.php/Film/TheLifeAquaticWithSteveZissou
188,The Darjeeling Limited,Wes Anderson,2007,91,"[""TITLE: The Darjeeling Limited"", ""TEXT PLACEHOLDER 188""]",Time to choose something different:,Are there any trains that run to the Cool World?,"Remember that if you start to overdose on Wes Anderson, you can always come down with some John Waters!",At least none of those brothers got framed for a crime they didn't commit!,116,29,109,https://en.wikipedia.org/wiki/The_Darjeeling_Limited,https://www.imdb.com/title/tt0838221/,https://tvtropes.org/pmwiki/pmwiki.php/Film/TheDarjeelingLimited
189,Une Femme Est Une Femme,Jean-Luc Godard,1961,84,"[""TITLE: Une Femme Est Une Femme"", ""TEXT PLACEHOLDER 189""]",Time to choose something different:,A woman is a woman even if she has hot dog fingers.,Is a woman still a woman if she's a married woman?,"Meh, needs more watersports.",119,194,249,https://en.wikipedia.org/wiki/A_Woman_Is_a_Woman,https://www.imdb.com/title/tt0055572/,https://tvtropes.org/pmwiki/pmwiki.php/Film/UneFemmeEstUneFemme
190,The Grand Budapest Hotel,Wes Anderson,2014,99,"[""TITLE: The Grand Budapest Hotel"", ""TEXT PLACEHOLDER 190""]",Time to choose something different:,"Shorter and grittier, please!",That hotel looks like it would be a good weekend getaway...,At least if it hasn't been totally invaded by yuppie scum!,18,206,141,https://en.wikipedia.org/wiki/The_Grand_Budapest_Hotel,https://www.imdb.com/title/tt2278388/,https://tvtropes.org/pmwiki/pmwiki.php/Film/TheGrandBudapestHotel
191,Fantastic Mr. Fox,Wes Anderson,2009,88,"[""TITLE: Fantastic Mr. Fox"", ""TEXT PLACEHOLDER 191""]",Time to choose something different:,That scene with the wolf in the moonlight made the moon look like a nice place to visit.,Wes Anderson doing Roald Dahl is pretty tame. What happens if you let Jodorowsky have a crack at Frank Herbert?,"This was fine, but I'm more into old-school animation...",38,120,79,https://en.wikipedia.org/wiki/Fantastic_Mr._Fox_(film),https://www.imdb.com/title/tt0432283/,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/FantasticMrFox
192,The Departed,Martin Scorsese,2006,151,"[""TITLE: The Departed"", ""TEXT PLACEHOLDER 192""]",Time to choose something different:,Lots of toxic masculinity here. Got anything with a literal dick-measuring contest?,"Dirty cops are kind of my jam. Got any more of the same, but set in New Orleans?",Got anything equally long but less action-packed?,249,26,182,https://en.wikipedia.org/wiki/The_Departed,https://www.imdb.com/title/tt0407887/,https://tvtropes.org/pmwiki/pmwiki.php/Film/TheDeparted
193,Bande a Parte,Jean-Luc Godard,1964,95,"[""TITLE: Bande a Parte"", ""TEXT PLACEHOLDER 193""]",Time to choose something different:,"Two guys and a girl would make a great band, but they'd probably make the girl play bass...",Spending three hours watching someone paint a single painting makes me understand why someone might prefer doing a speed-run of The Louvre...,"Weirdly enough, I'm in the mood for a good baseball movie after this!",223,179,126,https://en.wikipedia.org/wiki/Bande_%C3%A0_part_(film),https://www.imdb.com/title/tt0057869/,https://tvtropes.org/pmwiki/pmwiki.php/Film/BandeAPart
194,A Married Woman,Jean-Luc Godard,1964,94,"[""TITLE: A Married Woman"", ""TEXT PLACEHOLDER 194""]",Time to choose something different:,How ya gonna keep ‘em down in Muncie after they've seen Paris?,I'll never understand dudes who like aviation more than women...,A married woman is no match for a strong enough man!,134,68,82,https://en.wikipedia.org/wiki/A_Married_Woman,https://www.imdb.com/title/tt0058701/,NONE
195,Pierrot Le Fou,Jean-Luc Godard,1965,110,"[""TITLE: Pierrot Le Fou"", ""TEXT PLACEHOLDER 195""]",Time to choose something different:,What kind of parents raise a girl who ends up getting mixed up with gun smugglers?,More French New Wave please...but shorter!,Bet they'd have gotten off easier if they had stuck to white collar crime!,147,62,8,https://en.wikipedia.org/wiki/Pierrot_le_Fou,https://www.imdb.com/title/tt0059592/,https://tvtropes.org/pmwiki/pmwiki.php/Film/PierrotLeFou
196,Sois Belle et Tais Toi,Delphine Seyrig,1981,110,"[""TITLE: Sois Belle et Tais Toi"", ""TEXT PLACEHOLDER 196""]",Time to choose something different:,Staying quiet is actually pretty important if you're secretly living in someone's house!,"Shut up and be pretty, or be loud and learn kung-fu!",Nobody ever told Joan of Arc to shut up and be pretty...,6,119,34,https://en.wikipedia.org/wiki/Be_Beautiful_But_Shut_Up,https://www.imdb.com/title/tt0052211/,NONE
197,Moonrise Kingdom,Wes Anderson,2012,94,"[""TITLE: Moonrise Kingdom"", ""TEXT PLACEHOLDER 197""]",Time to choose something different:,A good scout never performs illegal surgeries!,Glad Suzy didn't just shut up and be pretty like her parents wanted.,That Francoise Hardy record put me in the mood for some French New Wave! ,76,196,189,https://en.wikipedia.org/wiki/Moonrise_Kingdom,https://www.imdb.com/title/tt1748122/,https://tvtropes.org/pmwiki/pmwiki.php/Film/MoonriseKingdom
198,Trash Humpers,Harmony Korine,2009,78,"[""TITLE: Trash Humpers"", ""TEXT PLACEHOLDER 198""]",Time to choose something different:,MAKE IT!,MAKE IT!,DON'T FAKE IT!,13,175,178,https://en.wikipedia.org/wiki/Trash_Humpers,https://www.imdb.com/title/tt1488163/,https://tvtropes.org/pmwiki/pmwiki.php/Film/TrashHumpers
199,Bluebeard (Chabrol),Claude Chabrol,1963,115,"[""TITLE: Bluebeard (Chabrol)"", ""TEXT PLACEHOLDER 199""]",Time to choose something different:,"If you're a woman with some time to kill while you're waiting on something, don't waste it flirting with a serial killer!",So what happens if you choose the bear instead of the man?,I wonder how this would be as a Sweeney Todd-type musical...,143,36,78,https://en.wikipedia.org/wiki/Landru_(film),https://www.imdb.com/title/tt0056165/,https://tvtropes.org/pmwiki/pmwiki.php/Film/Bluebeard1963
